conv_id	clause_no	context?	emotion?	chatbot?	clause	prob
4490	6	False	False	True	My work comfort's me just like yours does.	[]
4491	0	True	True	False	I am at a great point in my life right now.	[]
4491	1	False	True	False	I am so happy with my life right now!	[0.7436459, 0.5]
4491	2	False	True	True	That's great! 	[0.8600897, 0.8580456, 0.8595521]
4491	3	False	True	True	It is so important to be content in life.	[0.8594224, 0.6984371, 0.5, 0.5]
4491	4	False	False	False	I agree! 	[]
4491	5	False	False	False	I think it is so important to do what makes you happy!	[]
4491	6	False	False	True	What do you do for a living? 	[]
4491	7	False	False	True	Does that contribute to your happiness?	[]
4491	8	False	False	False	I work with children!	[]
4492	0	True	True	False	I have felt this way when applying to grad school.	[]
4492	1	False	False	False	I am applying to grad school.	[]
4492	2	False	False	True	Oh wow! 	[]
4492	3	False	True	True	Congratulations! 	[0.80656135, 0.71892816, 0.78552365, 0.84025335]
4492	4	False	False	True	I also recently applied for grad school to study Computer Science (seriously). 	[]
4492	5	False	False	True	What are you wanting to study?	[]
4492	6	False	True	False	I'm going to study School Psychology!	[0.77738416, 0.86978984, 0.5, 0.5, 0.5, 0.5, 0.5]
4492	7	False	True	True	That is very cool! 	[0.6375763, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4492	8	False	False	True	I don't know about you, 	[]
4492	9	False	False	True	but I have been stressed out about the whole process.	[]
4493	0	True	True	False	I'm grateful that I have a job where I get to crush the hopes and dreams of students , especially when they're trying to cheat the system.	[]
4493	1	False	False	False	I love my job. 	[]
4493	2	False	False	False	 I get to you tell students that they can't take certain classes at the school I work at.	[]
4493	3	False	True	True	That's great that you love your job, 	[0.8634884, 0.7569876, 0.5, 0.5]
4493	4	False	False	True	that is really important!	[]
4493	5	False	True	False	I do. 	[0.81777, 0.8453593, 0.7513591, 0.5, 0.5, 0.5]
4493	6	False	False	False	 There's just something about telling a student you can't do what you want to do with your education, 	[]
4493	7	False	False	False	and you have to do it my way.	[]
4493	8	False	True	True	That is a powerful type of position.	[0.8375313, 0.7056328, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4493	9	False	False	False	Makes you feel god-like sometimes.	[]
4494	0	True	False	False	We are planning our first cruise.	[]
4494	1	False	True	False	My family and I are going on our first cruise next year!	[0.5781577, 0.5]
4494	2	False	True	True	That sounds exciting! 	[0.84550905, 0.76213413, 0.5]
4494	3	False	False	True	 Where are you going?	[]
4494	4	False	True	False	We are going to Cozumel!	[0.82370543, 0.5, 0.5, 0.5, 0.5]
4494	5	False	False	True	I've had a lot of friends go there. 	[]
4494	6	False	False	True	 What are your specific plans while you're away?	[]
4495	0	True	True	False	My dog is walking a bit slower these days , he's 15.	[]
4495	1	False	True	False	My dog is walking a bit slower these days, 	[0.8150469, 0.8572124]
4495	2	False	False	False	he's 15.	[]
4495	3	False	False	True	what breed is he?	[]
4495	4	False	True	False	He's a miniature pinscher, 	[0.79786795, 0.5, 0.5, 0.5, 0.5]
4495	5	False	True	False	very small.	[0.8655003, 0.8627398, 0.8700857, 0.73005956, 0.5, 0.5]
4495	6	False	False	True	thats cute, 	[]
4495	7	False	False	True	i bet hes a great dog	[]
4496	0	True	False	False	I tried a new restaurant	[]
4496	1	False	True	False	I tried a new Mexican restaurant	[0.81031376, 0.86123776]
4496	2	False	False	True	I love Mexican food! 	[]
4496	3	False	True	True	How was it?	[0.7747243, 0.5, 0.5, 0.5]
4496	4	False	True	False	It was great!. 	[0.8501201, 0.85914546, 0.5, 0.5, 0.5]
4496	5	False	False	False	I had fajitas 	[]
4496	6	False	True	True	That sounds so good. 	[0.8750277, 0.7578625, 0.5, 0.5, 0.5, 0.5, 0.5]
4496	7	False	True	False	They were so good. 	[0.8620302, 0.6899663, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4496	8	False	False	False	I had chicken and shrimp 	[]
4497	0	True	False	False	I am going out of town next week. 	[]
4497	1	True	False	False	I was having a very hard time finding someone to watch my dog. 	[]
4497	2	True	True	False	My sister volunteered to take him while I'm gone.	[]
4497	3	False	False	False	I am going on vacation next week. 	[]
4497	4	False	False	False	I had been stressing out trying to find someone to watch my dog.	[]
4497	5	False	False	True	That is great. 	[]
4497	6	False	False	True	I love dogs. 	[]
4497	7	False	False	True	Do you have any family 	[]
4497	8	False	False	False	Yes. 	[]
4497	9	False	True	False	My sister stepped up and said she would watch him for me! 	[0.8661571, 0.83590347, 0.85394585, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4497	10	False	False	False	Now I can be excited about my trip!	[]
4497	11	False	False	True	Yay! 	[]
4497	12	False	False	True	That is great. 	[]
4497	13	False	False	True	Where are you going for vacation?	[]
4498	0	True	True	False	When I purchased my home.	[]
4498	1	False	True	False	I just purchased my first home.	[0.8685083, 0.79593074]
4498	2	False	False	True	Wow! 	[]
4498	3	False	True	True	That's exciting! 	[0.8350357, 0.78145266, 0.5, 0.5]
4498	4	False	False	True	Was it what you were looking for?	[]
4498	5	False	False	False	It was! 	[]
4498	6	False	False	False	It is the perfect place on the outside of town.	[]
4498	7	False	False	True	That's great. 	[]
4498	8	False	False	True	Congrats on your home purchase!	[]
4498	9	False	False	False	Thank you!	[]
4499	0	True	False	False	I love to travel , but I hate flying. 	[]
4499	1	True	True	False	Last time I took a flight , I was nervous and didn't want to go.	[]
4499	2	False	True	False	I was super nervous about getting on my flight to Peru last week.	[0.7197882, 0.5, 0.5]
4499	3	False	True	True	That is scary! 	[0.8210813, 0.8506012, 0.8473298, 0.7131352]
4499	4	False	False	True	I've never flown before, 	[]
4499	5	False	True	True	the only time I have ever been on a plane was when I went skydiving.	[0.85280615, 0.75494146, 0.5, 0.5, 0.5, 0.5]
4499	6	False	False	False	Wow! 	[]
4499	7	False	True	False	Talk about scary! 	[0.8712846, 0.8525962, 0.775389, 0.5, 0.5, 0.5, 0.5, 0.5]
4499	8	False	False	False	I love to travel, 	[]
4499	9	False	True	False	but I hate flying so much.	[0.8729013, 0.8374995, 0.830593, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4499	10	False	False	True	I also enjoy traveling!	[]
4500	0	True	False	False	I felt awful when my I saw a man beating a dog on the sidewalk. 	[]
4500	1	True	False	False	 The poor dog was bleeding and I stopped to help him. 	[]
4500	2	True	False	False	But it was too late.	[]
4500	3	False	False	False	Hi. 	[]
4500	4	False	False	False	I was driving down the road and seen a man beating a dog.	[]
4500	5	False	False	True	did you intervene?	[]
4500	6	False	True	False	Yes I pulled over and it was too late. 	[0.86617744, 0.8684632, 0.77013904, 0.5, 0.5, 0.5, 0.5]
4500	7	False	True	False	The dog was bleeding bad.	[0.7418304, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4500	8	False	True	True	that is awful	[0.86602026, 0.67301947, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4500	9	False	True	False	I know it was too late... 	[0.8412173, 0.8727643, 0.81318086, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4500	10	False	False	False	The guy ran off.	[]
4501	0	True	False	False	My brother ordered a pizza with ham and pineapple on it. 	[]
4501	1	True	True	False	It was so gross. 	[]
4501	2	True	True	False	I couldn't watch him eat it.	[]
4501	3	False	False	False	My brother likes ordering Hawaiian pizza (with ham and pineapple). 	[]
4501	4	False	True	False	I can't even watch him eat it. 	[0.799334, 0.84712315, 0.75607497, 0.5, 0.5]
4501	5	False	True	False	It makes me gag.	[0.802703, 0.5, 0.5, 0.5, 0.5, 0.5]
4501	6	False	False	True	That does not sound good to me, 	[]
4501	7	False	True	True	either. 	[0.8274667, 0.84999144, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4501	8	False	True	True	I cannot stand pineapple!	[0.8308866, 0.84584343, 0.75155634, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4501	9	False	False	False	I like it by itself, 	[]
4501	10	False	True	False	but not on pizza. 	[0.8539573, 0.7943466, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4501	11	False	True	False	That's so gross!	[0.79224586, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4501	12	False	False	True	I think it is too acidic for me.	[]
4502	0	True	True	False	At my job , I have to look at many patients.	[]
4502	1	False	False	False	I enjoy my job. 	[]
4502	2	False	True	False	I get to look after many patients every day.	[0.82510424, 0.5, 0.5]
4502	3	False	False	True	It sounds like you have a fulfilling job. 	[]
4502	4	False	False	True	That's great	[]
4502	5	False	False	False	I really do, 	[]
4502	6	False	True	False	I love caring for these people!	[0.86938024, 0.8435416, 0.6930108, 0.5, 0.5, 0.5, 0.5]
4502	7	False	False	True	It's so refreshing to hear someone who really loves what they do.	[]
4503	0	True	False	False	When I had to pass my classes to graduate	[]
4503	1	False	False	False	I just had to pass all of my classes to graduate.	[]
4503	2	False	True	True	congratulations!	[0.86003786, 0.8358926, 0.8591323]
4503	3	False	True	False	Thank you! 	[0.5767694, 0.5, 0.5, 0.5]
4503	4	False	False	False	I didn't know if I was going to be able to.	[]
4503	5	False	True	True	i am really happy for you	[0.82043624, 0.5, 0.5, 0.5, 0.5, 0.5]
4504	0	True	True	False	A friend of mine wrote a book. 	[]
4504	1	True	True	False	I admire the dedication and knowledge she has to complete such a big project.	[]
4504	2	False	False	False	A friend just published her own book. 	[]
4504	3	False	False	False	I don't know how she does it!	[]
4504	4	False	True	True	That's awesome! 	[0.84757495, 0.85943043, 0.5, 0.5, 0.5]
4504	5	False	False	True	What is the name of the book?	[]
4504	6	False	False	False	I honestly can't remember right now (don't tell her I said that), 	[]
4504	7	False	True	False	but I know she worked on it for a long time. 	[0.8613227, 0.77652127, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4504	8	False	False	True	That's great. 	[]
4504	9	False	False	True	I produce audio and I have an album coming out by the end of the summer! 	[]
4504	10	False	False	True	Tell her to keep it up!	[]
4505	0	True	False	False	I am waiting on my grad school interview. 	[]
4505	1	False	True	False	I am trying to prepare for my grad school interview.	[0.84781533, 0.7707842]
4505	2	False	False	True	Oh wow! 	[]
4505	3	False	False	True	That must be quite nerve-wracking, 	[]
4505	4	False	False	True	although I am sure that you will do great! 	[]
4505	5	False	True	True	What are you planning to study?	[0.83120996, 0.8355531, 0.8473915, 0.8479255, 0.5, 0.5]
4505	6	False	False	False	Thank you, 	[]
4505	7	False	True	False	I am going for Psychology (counseling.)	[0.7988054, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4505	8	False	False	True	Oh wow! 	[]
4505	9	False	True	True	Do you want to work in schools?	[0.75273216, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4506	0	True	True	False	I was in one of those rent to buy furniture stores the other day and of course I got hounded by a salesman. 	[]
4506	1	True	True	False	He was pitching me some unrealistic sounding deal on a kitchen table that I totally didn't believe. 	[]
4506	2	True	False	False	It was so hard to get him to leave me alone. 	[]
4506	3	False	True	False	I was in one of those rent to buy furniture stores the other day and of course I got hounded by a salesman. 	[0.69030863, 0.5, 0.5, 0.5]
4506	4	False	True	False	He was pitching me some unrealistic sounding deal on a kitchen table that I totally didn't believe. 	[0.6630896, 0.5, 0.5, 0.5, 0.5]
4506	5	False	False	False	It was so hard to get him to leave me alone.	[]
4506	6	False	False	True	I hate it when salespeople do that. 	[]
4506	7	False	False	True	Did you buy something or leave?	[]
4506	8	False	False	False	I pretended to get a phone call and then left. 	[]
4506	9	False	False	False	They wont walk up to you if your on the phone lol	[]
4506	10	False	False	True	ha That's a good strategy.	[]
4507	0	True	True	False	I put my yogurt in the fridge at work and someone else ate it. 	[]
4507	1	True	False	False	I was not happy about that.	[]
4507	2	False	False	False	I brought my lunch to work the other day and put it in the fridge like I always do. 	[]
4507	3	False	True	False	Guess what one of my dumb coworkers did.	[0.8131088, 0.8416698, 0.5, 0.5]
4507	4	False	False	True	Probably ate it or threw it away!	[]
4507	5	False	True	False	Someone ate part of my lunch. 	[0.83623755, 0.82616335, 0.5, 0.5, 0.5, 0.5]
4507	6	False	False	False	Can you believe that? 	[]
4507	7	False	True	False	It made me so mad!	[0.6821591, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4507	8	False	False	True	Yeah I can!! 	[]
4507	9	False	False	True	You ought to put some laxatives in it for next time and see how much they like it then!	[]
4508	0	True	True	False	While applying to grad school I had all of my paperwork ready.	[]
4508	1	False	True	False	I finally got all my paperwork for grad school ready.	[0.85210955, 0.73916924]
4508	2	False	False	True	Oh that must be relieving. 	[]
4508	3	False	False	True	 College in general can be pretty stressful!	[]
4508	4	False	False	False	Yes, 	[]
4508	5	False	False	False	It sure can be! 	[]
4508	6	False	False	False	I will be happy when I am done all together.	[]
4508	7	False	False	True	I completely understand, 	[]
4508	8	False	False	True	I'm 6 months away from my Associate's degree! 	[]
4508	9	False	False	True	Good luck	[]
4508	10	False	False	False	Awesome! 	[]
4508	11	False	False	False	Good luck to you!	[]
4509	0	True	True	False	My daughter just got the lead role in her school play! 	[]
4509	1	True	False	False	 I can't believe it. 	[]
4509	2	True	False	False	 She makes me so happy!	[]
4509	3	False	True	False	My daughter just got the lead role in her school play! 	[0.70609766, 0.5, 0.5, 0.5]
4509	4	False	False	False	I can't believe it. 	[]
4509	5	False	True	False	She makes me so happy!	[0.86258197, 0.82971656, 0.86294365, 0.5, 0.5, 0.5]
4509	6	False	True	True	Thats awesome! 	[0.8221923, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4509	7	False	True	True	You guys will remember that forever. 	[0.813484, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4509	8	False	True	True	Make sure to catch it on video so you can show her when shes all grown up!	[0.8668938, 0.72613066, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4509	9	False	True	False	We will definitely video it! 	[0.8323421, 0.8505783, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4509	10	False	True	False	 She really know how to make us feel lucky to be her parents!	[0.76459354, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4509	11	False	False	True	Yes! 	[]
4509	12	False	False	True	Its the best feeling ever isn't it? 	[]
4510	0	True	True	False	My son is learning his ABC's. 	[]
4510	1	True	True	False	He can go to C now and count to 3 so I think he will do well learning the rest of it. 	[]
4510	2	True	True	False	Im proud of him. 	[]
4510	3	False	True	False	My son is learning his ABC's. 	[0.786162, 0.71840143, 0.5, 0.5]
4510	4	False	True	False	He can go to C now and count to 3 so I think he will do well learning the rest of it. 	[0.85896707, 0.8360581, 0.8590969, 0.85517454, 0.5]
4510	5	False	True	False	Im proud of him	[0.8354023, 0.5, 0.5, 0.5, 0.5, 0.5]
4510	6	False	True	True	That is great! 	[0.87360847, 0.77808, 0.5, 0.5, 0.5, 0.5, 0.5]
4510	7	False	True	True	 There is no better feeling than the one you get when your kid makes you proud and happy!	[0.8081688, 0.8644492, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4510	8	False	False	False	Yes! 	[]
4510	9	False	True	False	Hes so smart, 	[0.85604197, 0.8345847, 0.8600886, 0.86678535, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4510	10	False	True	False	he's 2 1/2	[0.6860279, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4510	11	False	False	True	Wow! 	[]
4510	12	False	True	True	 He is ahead of the other kids his age! 	[0.84595054, 0.6577504, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4510	13	False	True	True	 No wonder why you are so proud!	[0.86726046, 0.84653866, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4511	0	True	True	False	My sister ate my food I wanted all day	[]
4511	1	False	True	False	My sister ate my food that I wanted all day.	[0.8026013, 0.84910965]
4511	2	False	False	True	What food was it	[]
4511	3	False	False	False	Mexican	[]
4511	4	False	False	True	I do like that as well	[]
4511	5	False	False	False	I know right. 	[]
4511	6	False	False	False	Especially fajitas 	[]
4512	0	True	True	False	I was lonely for a week with I broke up with my ex. 	[]
4512	1	True	False	False	I was not expecting that	[]
4512	2	False	True	False	I was lonely for a bit after my girlfriend and I broke up. 	[0.8608536, 0.8663016, 0.8617922]
4512	3	False	False	False	It was not something I was expecting	[]
4512	4	False	True	True	Break ups normally have that affect 	[0.828632, 0.86947733, 0.8690232, 0.85525066, 0.5]
4512	5	False	False	False	Yeah I know that now for sure	[]
4512	6	False	False	True	yes. 	[]
4512	7	False	True	True	It is not easy at all. 	[0.76573724, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4512	8	False	False	True	It will get better. 	[]
4512	9	False	False	True	one day at time 	[]
4513	0	True	True	False	I really appreciated my aunt paying for some of my college. 	[]
4513	1	True	True	False	It was a nice gesture	[]
4513	2	False	True	False	I was thankful when my aunt paid my college debt. 	[0.8216648, 0.7420361, 0.5]
4513	3	False	True	False	It was a great gesture	[0.8296364, 0.774475, 0.5, 0.5]
4513	4	False	False	True	Wow, 	[]
4513	5	False	True	True	that is very nice of her!	[0.84206766, 0.84018445, 0.852806, 0.5, 0.5, 0.5]
4513	6	False	False	False	Yeah I was really surprised	[]
4513	7	False	True	True	It's great that your aunt cares about you so much.	[0.81294924, 0.8395679, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4514	0	True	False	False	I went to Walmart to buy groceries and waited in line for 20 minutes. 	[]
4514	1	True	False	False	 It really bugged me.	[]
4514	2	False	True	False	I went to Walmart to buy groceries and had to wait 20 minutes in line.	[0.7106079, 0.5, 0.5]
4514	3	False	True	True	They are always busy	[0.6182558, 0.5, 0.5, 0.5]
4514	4	False	True	False	It really bugged me it took so long.	[0.80001205, 0.5, 0.5, 0.5, 0.5]
4514	5	False	False	True	I do hate to wait as well	[]
4515	0	True	True	False	My dog injured herself on her tongue and had to go in for surgery and my child went to his grandparents house that day so it was weird having the house so quiet. 	[]
4515	1	True	False	False	It was almost an eerie feeling. 	[]
4515	2	False	True	False	My dog injured herself on her tongue and had to go in for surgery and my child went to his grandparents house that day so it was weird having the house so quiet. 	[0.8307065, 0.833985, 0.8224178]
4515	3	False	False	False	It was almost an eerie feeling.	[]
4515	4	False	False	True	It is eerie, 	[]
4515	5	False	True	True	isn't it. 	[0.87289935, 0.8257329, 0.5, 0.5, 0.5, 0.5]
4515	6	False	True	True	You must have felt quite strange. 	[0.86000913, 0.85255784, 0.82605594, 0.86872405, 0.8587669, 0.8630169, 0.8468741]
4515	7	False	False	True	Hope your poor doggie is ok!	[]
4515	8	False	False	False	Yes she recovered well. 	[]
4515	9	False	False	False	Yes it was strange. 	[]
4515	10	False	False	False	I was jumping at every sound because I knew I was the only living thing in the house.. 	[]
4515	11	False	True	False	or was I? 	[0.79423624, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4515	12	False	False	True	That must've been terrifying for you. 	[]
4515	13	False	False	True	It's amazing how we can hear every little thing around us when we're alone!	[]
4516	0	True	False	False	I knew I was going to ace a math test. 	[]
4516	1	True	True	False	I was prepared	[]
4516	2	False	False	False	I felt very good about a math test. 	[]
4516	3	False	True	False	I had studied for it all week.	[0.8633467, 0.84611917, 0.77746636, 0.5]
4516	4	False	False	True	That's great! 	[]
4516	5	False	False	True	You must feel so accomplished! 	[]
4516	6	False	False	True	What math class are you taking?	[]
4516	7	False	False	False	It was just a simple algebra test, 	[]
4516	8	False	True	False	but I wanted to do well	[0.8659506, 0.7902345, 0.8470068, 0.8631519, 0.84449023, 0.5, 0.5, 0.5, 0.5]
4516	9	False	False	True	I can understand that! 	[]
4516	10	False	False	True	Math has never been my strongest subject. 	[]
4517	0	True	True	False	I was so shocked when my aunt got me a computer for college. 	[]
4517	1	True	False	False	I was just happy	[]
4517	2	False	True	False	I was surprised when my aunt got me a computer for school. 	[0.8633222, 0.67785364, 0.5]
4517	3	False	False	False	It was very nice of her	[]
4517	4	False	False	True	that is great! 	[]
4517	5	False	False	True	family is the best	[]
4517	6	False	False	False	Yeah, 	[]
4517	7	False	False	False	I was grateful for sure	[]
4517	8	False	False	True	i can imagine	[]
4518	0	True	True	False	I knew my dad was going take care of me when I got the flu bad one winter. 	[]
4518	1	True	True	False	He just really cared	[]
4518	2	False	True	False	I knew my dad was going to take care of me when I got the flu. 	[0.82692033, 0.8036722, 0.5]
4518	3	False	True	False	He just wanted me to get better	[0.80335367, 0.5, 0.5, 0.5]
4518	4	False	False	True	That was so nice of him. 	[]
4518	5	False	True	True	He sounds very caring.	[0.5551769, 0.5, 0.5, 0.5, 0.5, 0.5]
4518	6	False	False	False	He was a very good parent for sure	[]
4518	7	False	False	True	You are very lucky!	[]
4519	0	True	False	False	I only have one semester left of college. 	[]
4519	1	True	False	False	I can't wait to see my final grades. 	[]
4519	2	True	True	False	I know I will keep my 4.0 gpa average.	[]
4519	3	False	False	False	I only have one semester left of college and the classes are going to be very difficult.	[]
4519	4	False	True	True	I am sure you will get used to them	[0.8643955, 0.52404565, 0.5, 0.5, 0.5]
4519	5	False	True	False	Yes I will. 	[0.8475763, 0.7970332, 0.5, 0.5, 0.5, 0.5]
4519	6	False	False	False	I can't wait to see final grades. 	[]
4519	7	False	True	False	I have no doubt I will be able to keep my 4.0 gpa average.	[0.86136794, 0.80026376, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4519	8	False	True	True	That is a challenge, 	[0.6239965, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
4519	9	False	False	True	but thats not a bad thing	[]
4520	0	True	True	False	My friend's dog died 	[]
4520	1	False	True	False	My friend's dog died	[0.72909343, 0.5]
4520	2	False	True	True	Oh man I am so sorry. 	[0.8558757, 0.7574972, 0.5]
4520	3	False	False	True	 Had she had the dog for a long time?	[]
4520	4	False	False	False	She had him for over five years	[]
4520	5	False	True	True	That is so sad. 	[0.7436766, 0.5, 0.5, 0.5, 0.5, 0.5]
4520	6	False	True	True	 My dog had congestive heart failure and died so I know how sad that can be	[0.8093308, 0.8096752, 0.5, 0.5, 0.5, 0.5, 0.5]
4520	7	False	True	False	I am sorry for your loss. 	[0.835092, 0.84122175, 0.8365737, 0.6790583, 0.5, 0.5, 0.5, 0.5]
4520	8	False	False	False	She is taking it hard	[]
4521	0	True	True	False	I felt bad when I missed my friends wedding. 	[]
4521	1	True	False	False	I just didnt have time to make it	[]
4521	2	False	True	False	I felt bad when I missed my friends wedding. 	[0.8541731, 0.68106186, 0.5]
4521	3	False	False	False	I just did not have time to make it	[]
4521	4	False	True	True	Although you felt bad, 	[0.8659727, 0.83664167, 0.83437264, 0.5, 0.5]
4521	5	False	False	True	I am sure your friend would understand. 	[]
4521	6	False	False	False	He did eventually thankfully	[]
4521	7	False	False	True	That is good. 	[]
4521	8	False	False	True	Everyone gets busy sometimes.	[]
4522	0	True	False	False	My friends want me to scuba diving with them. 	[]
4522	1	True	True	False	I really don't want to because I worry about sharks and other creatures. 	[]
4522	2	False	False	False	My friends want me to go scuba diving with them.	[]
4522	3	False	False	True	That does sound fun	[]
4522	4	False	True	False	I don't really want to go because I worry about sharks and other creatures.	[0.791443, 0.8424965, 0.5, 0.5, 0.5]
4522	5	False	False	True	I am sure there will be none of those there	[]
4523	0	True	True	False	When my dad passed away , I felt alone. 	[]
4523	1	True	True	False	I had no one to talk to it seemed	[]
4523	2	False	True	False	I felt alone when my dad passed away. 	[0.8549721, 0.85936385, 0.7666935]
4523	3	False	True	False	I just felt I had no one to turn to	[0.82150215, 0.8352896, 0.8605268, 0.8600879]
4523	4	False	False	True	I am so sorry to hear that. 	[]
4523	5	False	True	True	Dealing with the loss of a loved one is always difficult but feeling alone in the grief must be so much worse. 	[0.8094179, 0.5, 0.5, 0.5, 0.5, 0.5]
4523	6	False	False	True	I hope that you are feeling less alone now.	[]
4523	7	False	False	False	I am, 	[]
4523	8	False	False	False	it took awhile but I got through it	[]
4523	9	False	False	True	I am sure that it did. 	[]
